id	answer
en-US_0004	C
en-US_0005	C
en-US_0006	C
en-US_0007	C
en-US_0008	D
en-US_0009	D
en-US_0010	C
en-US_0011	C
en-US_0012	C
en-US_0013	C
en-US_0014	D
en-US_0015	C
en-US_0016	C
en-US_0017	C
en-US_0018	C
en-US_0019	C
en-US_0020	C
en-US_0021	C
en-US_0022	C
en-US_0023	B
en-US_0024	B
en-US_0025	B
en-US_0026	B
en-US_0027	B
en-US_0028	B
en-US_0029	D
en-US_0030	D
en-US_0031	C
en-US_0032	C
en-US_0033	C
en-US_0034	C
en-US_0035	D
en-US_0036	C
en-US_0037	C
en-US_0038	C
en-US_0039	C
en-US_0040	C
en-US_0041	C
en-US_0042	C
en-US_0043	C
en-US_0044	B
en-US_0045	B
en-US_0046	B
en-US_0047	B
en-US_0048	B
en-US_0049	B
en-US_0050	D
en-US_0051	C
en-US_0052	C
en-US_0053	C
en-US_0054	C
en-US_0055	C
en-US_0056	C
en-US_0057	C
en-US_0058	C
en-US_0059	B
en-US_0060	B
en-US_0061	B
en-US_0062	B
en-US_0063	B
en-US_0064	B
en-US_0065	C
en-US_0066	C
en-US_0067	C
en-US_0068	C
en-US_0069	B
en-US_0070	B
en-US_0071	B
en-US_0072	B
en-US_0073	B
en-US_0074	B
en-US_0075	B
en-US_0076	B
en-US_0077	B
en-US_0078	B
en-US_0079	B
en-US_0080	B
en-US_0081	A
en-US_0082	A
en-US_0083	A
en-US_0084	A
en-KR_0001	B
en-KR_0002	C
en-KR_0003	B
en-KR_0004	B
en-KR_0005	B
en-KR_0006	B
en-KR_0007	B
en-KR_0008	B
en-KR_0009	A
en-KR_0010	A
en-KR_0011	A
en-KR_0012	A
en-KR_0013	A
en-KR_0014	B
en-KR_0015	B
en-KR_0016	B
en-KR_0017	B
en-KR_0018	B
en-KR_0019	A
en-KR_0020	A
en-KR_0021	A
en-KR_0022	A
en-KR_0023	A
en-KR_0024	A
en-KR_0025	A
en-KR_0026	A
en-KR_0027	A
en-KR_0028	A
en-KR_0029	C
en-KR_0030	B
en-KR_0031	B
en-KR_0032	B
en-KR_0033	B
en-KR_0034	B
en-KR_0035	C
en-KR_0036	C
en-KR_0037	C
en-KR_0038	C
en-KR_0039	C
en-KR_0040	B
en-KR_0041	B
en-KR_0042	B
en-KR_0043	B
en-KR_0044	B
en-KR_0045	B
en-KR_0046	B
en-KR_0047	B
en-KR_0048	B
en-KR_0049	B
en-KR_0050	B
en-KR_0051	B
en-KR_0052	B
en-KR_0053	B
en-KR_0054	B
en-KR_0055	A
en-KR_0056	A
en-KR_0057	A
en-KR_0058	A
en-KR_0059	A
en-KR_0060	A
en-KR_0061	A
en-KR_0062	A
en-KR_0063	A
en-KR_0064	A
en-KR_0065	B
en-KR_0066	B
en-KR_0067	B
en-KR_0068	B
en-KR_0069	B
en-KR_0070	B
en-KR_0071	B
en-KR_0072	B
en-KR_0073	B
en-KR_0074	B
en-KR_0075	A
en-KR_0076	A
en-KR_0077	A
en-KR_0078	A
en-KR_0079	A
en-KR_0080	A
en-KR_0081	A
en-KR_0082	A
en-KR_0083	A
en-KR_0084	A
en-DZ_0001	D
en-DZ_0002	C
en-DZ_0003	C
en-DZ_0004	C
en-DZ_0005	C
en-DZ_0006	C
en-DZ_0007	C
en-DZ_0008	B
en-DZ_0009	B
en-DZ_0010	B
en-DZ_0011	C
en-DZ_0012	C
en-DZ_0013	C
en-DZ_0014	B
en-DZ_0015	B
en-DZ_0016	B
en-DZ_0017	B
en-DZ_0018	B
en-DZ_0019	B
en-DZ_0020	A
en-ID_0001	B
en-ID_0002	B
en-ID_0003	B
en-ID_0004	B
en-ID_0005	B
en-ID_0006	B
en-ID_0007	A
en-ID_0008	A
en-ID_0009	A
en-ID_0010	A
en-ID_0011	A
en-ID_0012	A
en-ID_0013	A
en-ID_0014	A
en-ID_0015	A
en-ID_0016	A
en-ID_0017	A
en-ID_0018	A
en-ID_0019	A
en-ID_0020	A
en-ID_0021	A
en-ID_0022	B
en-ID_0023	B
en-ID_0024	B
en-ID_0025	B
en-ID_0026	B
en-ID_0027	B
en-ID_0028	B
en-ID_0029	B
en-ID_0030	B
en-ID_0031	B
en-ID_0032	B
en-ID_0033	B
en-ID_0034	B
en-ID_0035	B
en-ID_0036	B
en-ID_0037	A
en-ID_0038	A
en-ID_0039	A
en-ID_0040	A
en-ID_0041	A
en-ID_0042	A
en-ID_0043	A
en-ID_0044	A
en-ID_0045	A
en-ID_0046	A
en-ID_0047	A
en-ID_0048	A
en-ID_0049	A
en-ID_0050	A
en-ID_0051	A
en-ID_0052	A
en-ID_0053	A
en-ID_0054	A
en-ID_0055	A
en-ID_0056	A
en-ES_0001	D
en-ES_0002	D
en-ES_0003	C
en-ES_0004	C
en-ES_0005	C
en-ES_0006	D
en-ES_0007	C
en-ES_0008	C
en-ES_0009	C
en-ES_0010	C
en-ES_0011	C
en-ES_0012	C
en-ES_0013	B
en-ES_0014	B
en-ES_0015	B
en-ES_0016	D
en-ES_0017	C
en-ES_0018	C
en-ES_0019	C
en-ES_0020	C
en-ES_0021	C
en-ES_0022	C
en-ES_0023	B
en-ES_0024	B
en-ES_0025	B
en-ES_0026	C
en-ES_0027	C
en-ES_0028	C
en-ES_0029	B
en-ES_0030	B
en-ES_0031	B
en-ES_0032	B
en-ES_0033	B
en-ES_0034	B
en-ES_0035	A
en-IR_0001	D
en-IR_0002	C
en-IR_0003	C
en-IR_0004	C
en-IR_0005	C
en-IR_0006	C
en-IR_0007	C
en-IR_0008	C
en-IR_0009	C
en-IR_0010	B
en-IR_0011	B
en-IR_0012	B
en-IR_0013	B
en-IR_0014	B
en-IR_0015	B
en-IR_0016	C
en-IR_0017	C
en-IR_0018	C
en-IR_0019	C
en-IR_0020	B
en-IR_0021	B
en-IR_0022	B
en-IR_0023	B
en-IR_0024	B
en-IR_0025	B
en-IR_0026	B
en-IR_0027	B
en-IR_0028	B
en-IR_0029	B
en-IR_0030	B
en-IR_0031	B
en-IR_0032	A
en-IR_0033	A
en-IR_0034	A
en-IR_0035	A
en-MX_0001	D
en-MX_0002	D
en-MX_0003	C
en-MX_0004	C
en-MX_0005	D
en-MX_0006	C
en-MX_0007	C
en-MX_0008	C
en-MX_0009	C
en-MX_0010	B
en-MX_0011	D
en-MX_0012	C
en-MX_0013	C
en-MX_0014	C
en-MX_0015	C
en-MX_0016	B
en-MX_0017	C
en-MX_0018	C
en-MX_0019	B
en-MX_0020	B
en-IN_0001	D
en-IN_0002	D
en-IN_0003	D
en-IN_0004	C
en-IN_0005	D
en-IN_0006	D
en-IN_0007	D
en-IN_0008	D
en-IN_0009	D
en-IN_0010	C
en-IN_0011	D
en-IN_0012	D
en-IN_0013	D
en-IN_0014	D
en-IN_0015	C
en-IN_0016	D
en-IN_0017	D
en-IN_0018	D
en-IN_0019	C
en-IN_0020	D
en-IN_0021	D
en-IN_0022	D
en-IN_0023	C
en-IN_0024	C
en-IN_0025	C
en-IN_0026	D
en-IN_0027	D
en-IN_0028	D
en-IN_0029	D
en-IN_0030	D
en-IN_0031	C
en-IN_0032	D
en-IN_0033	D
en-IN_0034	D
en-IN_0035	D
en-IN_0036	C
en-IN_0037	D
en-IN_0038	D
en-IN_0039	D
en-IN_0040	C
en-IN_0041	D
en-IN_0042	D
en-IN_0043	D
en-IN_0044	C
en-IN_0045	C
en-IN_0046	C
en-IN_0047	D
en-IN_0048	D
en-IN_0049	D
en-IN_0050	D
en-IN_0051	C
en-IN_0052	D
en-IN_0053	D
en-IN_0054	D
en-IN_0055	C
en-IN_0056	D
en-IN_0057	D
en-IN_0058	D
en-IN_0059	C
en-IN_0060	C
en-IN_0061	C
en-IN_0062	D
en-IN_0063	D
en-IN_0064	D
en-IN_0065	C
en-IN_0066	D
en-IN_0067	D
en-IN_0068	D
en-IN_0069	C
en-IN_0070	C
en-IN_0071	C
en-IN_0072	D
en-IN_0073	D
en-IN_0074	D
en-IN_0075	C
en-IN_0076	C
en-IN_0077	C
en-IN_0078	D
en-IN_0079	D
en-IN_0080	D
en-IN_0081	C
en-IN_0082	C
en-IN_0083	C
en-IN_0084	D
en-IN_0085	D
en-IN_0086	D
en-IN_0087	D
en-IN_0088	C
en-IN_0089	D
en-IN_0090	D
en-IN_0091	D
en-IN_0092	D
en-IN_0093	D
en-IN_0094	C
en-IN_0095	D
en-IN_0096	D
en-IN_0097	D
en-IN_0098	D
en-IN_0099	C
en-IN_0100	D
en-IN_0101	D
en-IN_0102	D
en-IN_0103	C
en-IN_0104	D
en-IN_0105	D
en-IN_0106	D
en-IN_0107	C
en-IN_0108	C
en-IN_0109	C
en-IN_0110	D
en-IN_0111	D
en-IN_0112	D
en-IN_0113	D
en-IN_0114	D
en-IN_0115	C
en-IN_0116	D
en-IN_0117	D
en-IN_0118	D
en-IN_0119	D
en-IN_0120	C
en-IN_0121	D
en-IN_0122	D
en-IN_0123	D
en-IN_0124	C
en-IN_0125	D
en-IN_0126	D
en-IN_0127	D
en-IN_0128	C
en-IN_0129	C
en-IN_0130	C
en-IN_0131	D
en-IN_0132	D
en-IN_0133	D
en-IN_0134	D
en-IN_0135	C
en-IN_0136	D
en-IN_0137	D
en-IN_0138	D
en-IN_0139	C
en-IN_0140	D
en-IN_0141	D
en-IN_0142	D
en-IN_0143	C
en-IN_0144	C
en-IN_0145	C
en-IN_0146	D
en-IN_0147	D
en-IN_0148	D
en-IN_0149	C
en-IN_0150	D
en-IN_0151	D
en-IN_0152	D
en-IN_0153	C
en-IN_0154	C
en-IN_0155	C
en-IN_0156	D
en-IN_0157	D
en-IN_0158	D
en-IN_0159	C
en-IN_0160	C
en-IN_0161	C
en-IN_0162	D
en-IN_0163	D
en-IN_0164	D
en-IN_0165	C
en-IN_0166	C
en-IN_0167	C
en-IN_0168	D
en-IN_0169	D
en-IN_0170	D
en-IN_0171	D
en-IN_0172	C
en-IN_0173	D
en-IN_0174	D
en-IN_0175	D
en-IN_0176	D
en-IN_0177	D
en-IN_0178	C
en-IN_0179	D
en-IN_0180	D
en-IN_0181	D
en-IN_0182	D
en-IN_0183	C
en-IN_0184	D
en-IN_0185	D
en-IN_0186	D
en-IN_0187	C
en-IN_0188	D
en-IN_0189	D
en-IN_0190	D
en-IN_0191	C
en-IN_0192	C
en-IN_0193	C
en-IN_0194	D
en-IN_0195	D
en-IN_0196	D
en-IN_0197	D
en-IN_0198	D
en-IN_0199	C
en-IN_0200	D
en-IN_0201	D
en-IN_0202	D
en-IN_0203	D
en-IN_0204	C
en-IN_0205	D
en-IN_0206	D
en-IN_0207	D
en-IN_0208	C
en-IN_0209	D
en-IN_0210	D
en-IN_0211	D
en-IN_0212	C
en-IN_0213	C
en-IN_0214	C
en-IN_0215	D
en-IN_0216	D
en-IN_0217	D
en-IN_0218	D
en-IN_0219	C
en-IN_0220	D
en-IN_0221	D
en-IN_0222	D
en-IN_0223	C
en-IN_0224	D
en-IN_0225	D
en-IN_0226	D
en-IN_0227	C
en-IN_0228	C
en-IN_0229	C
en-IN_0230	D
en-IN_0231	D
en-IN_0232	D
en-IN_0233	C
en-IN_0234	D
en-IN_0235	D
en-IN_0236	D
en-IN_0237	C
en-IN_0238	C
en-IN_0239	C
en-IN_0240	D
en-IN_0241	D
en-IN_0242	D
en-IN_0243	C
en-IN_0244	C
en-IN_0245	C
en-IN_0246	D
en-IN_0247	D
en-IN_0248	D
en-IN_0249	C
en-IN_0250	C
en-IN_0251	C
en-IN_0252	D
en-IN_0253	B
en-IN_0254	A
en-IN_0255	B
en-IN_0256	A
en-IN_0257	B
en-IN_0258	A
en-IN_0259	A
en-IN_0260	B
en-IN_0261	C
en-IN_0262	B
en-IN_0263	C
en-IN_0264	B
en-IN_0265	B
en-IN_0266	B
en-IN_0267	A
en-IN_0268	B
en-IN_0269	A
en-IN_0270	A
en-IN_0271	B
en-IN_0272	C
en-IN_0273	B
en-IN_0274	B
en-IN_0275	B
en-IN_0276	A
en-IN_0277	A
en-IN_0278	B
en-IN_0279	B
en-IN_0280	A
en-IN_0281	B
en-IN_0282	C
en-IN_0283	B
en-IN_0284	C
en-IN_0285	B
en-IN_0286	B
en-IN_0287	B
en-IN_0288	A
en-IN_0289	B
en-IN_0290	A
en-IN_0291	A
en-IN_0292	B
en-IN_0293	C
en-IN_0294	B
en-IN_0295	B
en-IN_0296	B
en-IN_0297	A
en-IN_0298	A
en-IN_0299	B
en-IN_0300	B
en-IN_0301	A
en-IN_0302	C
en-IN_0303	B
en-IN_0304	C
en-IN_0305	B
en-IN_0306	B
en-IN_0307	C
en-IN_0308	D
en-IN_0309	C
en-IN_0310	C
en-IN_0311	C
en-IN_0312	B
en-IN_0313	B
en-IN_0314	C
en-IN_0315	C
en-IN_0316	B
en-IN_0317	B
en-IN_0318	C
en-IN_0319	B
en-IN_0320	B
en-IN_0321	B
en-IN_0322	A
en-IN_0323	A
en-IN_0324	B
en-IN_0325	B
en-IN_0326	A
en-IN_0327	C
en-IN_0328	B
en-IN_0329	B
en-IN_0330	C
en-IN_0331	C
en-IN_0332	B
en-IN_0333	B
en-IN_0334	B
en-IN_0335	A
en-IN_0336	B
en-IN_0337	D
en-IN_0338	D
en-IN_0339	D
en-IN_0340	C
en-IN_0341	D
en-IN_0342	C
en-IN_0343	D
en-IN_0344	D
en-IN_0345	D
en-IN_0346	C
en-IN_0347	D
en-IN_0348	C
en-IN_0349	D
en-IN_0350	D
en-IN_0351	C
en-IN_0352	D
en-IN_0353	C
en-IN_0354	D
en-IN_0355	C
en-IN_0356	D
en-IN_0357	C
en-IN_0358	D
en-IN_0359	C
en-IN_0360	B
en-IN_0361	C
en-IN_0362	C
en-IN_0363	D
en-IN_0364	C
en-IN_0365	D
en-IN_0366	D
en-IN_0367	C
en-IN_0368	D
en-IN_0369	C
en-IN_0370	D
en-IN_0371	D
en-IN_0372	C
en-IN_0373	D
en-IN_0374	C
en-IN_0375	D
en-IN_0376	C
en-IN_0377	D
en-IN_0378	C
en-IN_0379	D
en-IN_0380	C
en-IN_0381	B
en-IN_0382	C
en-IN_0383	C
en-IN_0384	D
en-IN_0385	C
en-IN_0386	D
en-IN_0387	C
en-IN_0388	D
en-IN_0389	C
en-IN_0390	D
en-IN_0391	C
en-IN_0392	D
en-IN_0393	C
en-IN_0394	D
en-IN_0395	C
en-IN_0396	B
en-IN_0397	C
en-IN_0398	C
en-IN_0399	D
en-IN_0400	C
en-IN_0401	C
en-IN_0402	D
en-IN_0403	C
en-IN_0404	D
en-IN_0405	C
en-IN_0406	B
en-IN_0407	C
en-IN_0408	C
en-IN_0409	D
en-IN_0410	C
en-IN_0411	C
en-IN_0412	B
en-IN_0413	C
en-IN_0414	C
en-IN_0415	D
en-IN_0416	C
en-IN_0417	B
en-IN_0418	C
en-IN_0419	B
en-IN_0420	C
en-GR_0001	D
en-GR_0002	D
en-GR_0003	D
en-GR_0004	D
en-GR_0005	D
en-GR_0006	D
en-GR_0007	D
en-GR_0008	D
en-GR_0009	D
en-GR_0010	D
en-GR_0011	D
en-GR_0012	D
en-GR_0013	D
en-GR_0014	D
en-GR_0015	D
en-GR_0016	D
en-GR_0017	D
en-GR_0018	D
en-GR_0019	D
en-GR_0020	D
en-GR_0021	D
en-GR_0022	D
en-GR_0023	D
en-GR_0024	D
en-GR_0025	D
en-GR_0026	D
en-GR_0027	D
en-GR_0028	D
en-GR_0029	D
en-GR_0030	D
en-GR_0031	D
en-GR_0032	D
en-GR_0033	D
en-GR_0034	D
en-GR_0035	D
en-ET_0001	D
en-ET_0002	D
en-ET_0003	D
en-ET_0004	D
en-ET_0005	D
en-ET_0006	D
en-ET_0007	D
en-ET_0008	D
en-ET_0009	D
en-ET_0010	D
en-ET_0011	D
en-ET_0012	D
en-ET_0013	D
en-ET_0014	D
en-ET_0015	D
en-ET_0016	D
en-ET_0017	D
en-ET_0018	D
en-ET_0019	D
en-ET_0020	D
en-ET_0021	D
en-ET_0022	D
en-ET_0023	D
en-ET_0024	D
en-ET_0025	D
en-ET_0026	D
en-ET_0027	D
en-ET_0028	D
en-ET_0029	D
en-ET_0030	D
en-ET_0031	D
en-ET_0032	D
en-ET_0033	D
en-ET_0034	D
en-ET_0035	D
en-ET_0036	D
en-ET_0037	D
en-ET_0038	D
en-ET_0039	D
en-ET_0040	D
en-ET_0041	D
en-ET_0042	D
en-ET_0043	D
en-ET_0044	D
en-ET_0045	D
en-ET_0046	D
en-ET_0047	D
en-ET_0048	D
en-ET_0049	D
en-ET_0050	D
en-ET_0051	D
en-ET_0052	D
en-ET_0053	D
en-ET_0054	D
en-ET_0055	D
en-ET_0056	D
en-ET_0057	D
en-ET_0058	D
en-ET_0059	D
en-ET_0060	D
en-ET_0061	D
en-ET_0062	D
en-ET_0063	D
en-ET_0064	D
en-ET_0065	D
en-ET_0066	D
en-ET_0067	D
en-ET_0068	D
en-ET_0069	D
en-ET_0070	D
en-ET_0071	D
en-ET_0072	D
en-ET_0073	D
en-ET_0074	D
en-ET_0075	D
en-ET_0076	D
en-ET_0077	D
en-ET_0078	D
en-ET_0079	D
en-ET_0080	D
en-ET_0081	D
en-ET_0082	D
en-ET_0083	D
en-ET_0084	D
en-ET_0085	A
en-ET_0086	A
en-ET_0087	A
en-ET_0088	A
en-ET_0089	A
en-ET_0090	A
en-ET_0091	A
en-ET_0092	A
en-ET_0093	A
en-ET_0094	A
en-ET_0095	A
en-ET_0096	A
en-ET_0097	A
en-ET_0098	A
en-ET_0099	A
en-ET_0100	A
en-ET_0101	A
en-ET_0102	A
en-ET_0103	A
en-ET_0104	A
en-ET_0105	A
en-ET_0106	A
en-ET_0107	A
en-ET_0108	A
en-ET_0109	A
en-ET_0110	A
en-ET_0111	A
en-ET_0112	A
en-ET_0113	A
en-ET_0114	A
en-ET_0115	A
en-ET_0116	A
en-ET_0117	A
en-ET_0118	A
en-ET_0119	A
en-ET_0120	A
en-ET_0121	A
en-ET_0122	A
en-ET_0123	A
en-ET_0124	A
en-ET_0125	A
en-ET_0126	A
en-ET_0127	A
en-ET_0128	A
en-ET_0129	A
en-ET_0130	A
en-ET_0131	A
en-ET_0132	A
en-ET_0133	A
en-ET_0134	A
en-ET_0135	A
en-ET_0136	A
en-ET_0137	A
en-ET_0138	A
en-ET_0139	A
en-ET_0140	A
en-ET_0141	A
en-ET_0142	A
en-ET_0143	A
en-ET_0144	A
en-ET_0145	A
en-ET_0146	A
en-ET_0147	A
en-ET_0148	A
en-ET_0149	A
en-ET_0150	A
en-ET_0151	A
en-ET_0152	A
en-ET_0153	A
en-ET_0154	A
en-ET_0155	A
en-ET_0156	A
en-ET_0157	A
en-ET_0158	A
en-ET_0159	A
en-ET_0160	A
en-ET_0161	A
en-ET_0162	A
en-ET_0163	A
en-ET_0164	A
en-ET_0165	A
en-ET_0166	A
en-ET_0167	A
en-ET_0168	A
en-ET_0169	D
en-ET_0170	D
en-ET_0171	D
en-ET_0172	D
en-ET_0173	D
en-ET_0174	D
en-ET_0175	D
en-ET_0176	D
en-ET_0177	D
en-ET_0178	D
en-ET_0179	D
en-ET_0180	D
en-ET_0181	D
en-ET_0182	D
en-ET_0183	D
en-ET_0184	D
en-ET_0185	D
en-ET_0186	D
en-ET_0187	D
en-ET_0188	D
en-ET_0189	D
en-ET_0190	D
en-ET_0191	D
en-ET_0192	D
en-ET_0193	D
en-ET_0194	D
en-ET_0195	D
en-ET_0196	D
en-ET_0197	D
en-ET_0198	D
en-ET_0199	D
en-ET_0200	D
en-ET_0201	D
en-ET_0202	D
en-ET_0203	D
en-ET_0204	D
en-ET_0205	D
en-ET_0206	D
en-ET_0207	D
en-ET_0208	D
en-ET_0209	D
en-ET_0210	D
en-ET_0211	D
en-ET_0212	D
en-ET_0213	D
en-ET_0214	D
en-ET_0215	D
en-ET_0216	D
en-ET_0217	D
en-ET_0218	D
en-ET_0219	D
en-ET_0220	D
en-ET_0221	D
en-ET_0222	D
en-ET_0223	D
en-ET_0224	D
en-ET_0225	D
en-ET_0226	D
en-ET_0227	D
en-ET_0228	D
en-ET_0229	D
en-ET_0230	D
en-ET_0231	D
en-ET_0232	D
en-ET_0233	D
en-ET_0234	D
en-ET_0235	D
en-ET_0236	D
en-ET_0237	D
en-ET_0238	D
en-ET_0239	D
en-ET_0240	D
en-ET_0241	D
en-ET_0242	D
en-ET_0243	D
en-ET_0244	D
en-ET_0245	D
en-ET_0246	D
en-ET_0247	D
en-ET_0248	D
en-ET_0249	D
en-ET_0250	D
en-ET_0251	D
en-ET_0252	D
en-NG_0001	D
en-NG_0002	D
en-NG_0003	D
en-NG_0004	D
en-NG_0005	D
en-NG_0006	C
en-NG_0007	C
en-NG_0008	D
en-NG_0009	D
en-NG_0010	D
en-NG_0011	D
en-NG_0012	C
en-NG_0013	C
en-NG_0014	D
en-NG_0015	D
en-NG_0016	D
en-NG_0017	C
en-NG_0018	C
en-NG_0019	D
en-NG_0020	D
en-NG_0021	C
en-NG_0022	C
en-NG_0023	D
en-NG_0024	C
en-NG_0025	C
en-NG_0026	C
en-NG_0027	C
en-NG_0028	B
en-NG_0029	D
en-NG_0030	D
en-NG_0031	D
en-NG_0032	D
en-NG_0033	C
en-NG_0034	C
en-NG_0035	D
en-NG_0036	D
en-NG_0037	D
en-NG_0038	C
en-NG_0039	C
en-NG_0040	D
en-NG_0041	D
en-NG_0042	C
en-NG_0043	C
en-NG_0044	D
en-NG_0045	C
en-NG_0046	C
en-NG_0047	C
en-NG_0048	C
en-NG_0049	B
en-NG_0050	D
en-NG_0051	D
en-NG_0052	D
en-NG_0053	C
en-NG_0054	C
en-NG_0055	D
en-NG_0056	D
en-NG_0057	C
en-NG_0058	C
en-NG_0059	D
en-NG_0060	C
en-NG_0061	C
en-NG_0062	C
en-NG_0063	C
en-NG_0064	B
en-NG_0065	D
en-NG_0066	D
en-NG_0067	C
en-NG_0068	C
en-NG_0069	D
en-NG_0070	C
en-NG_0071	C
en-NG_0072	C
en-NG_0073	C
en-NG_0074	B
en-NG_0075	D
en-NG_0076	C
en-NG_0077	C
en-NG_0078	C
en-NG_0079	C
en-NG_0080	B
en-NG_0081	C
en-NG_0082	C
en-NG_0083	B
en-NG_0084	B
en-KP_0001	A
en-KP_0002	A
en-KP_0003	A
en-KP_0004	A
en-KP_0005	A
en-KP_0006	A
en-KP_0007	A
en-KP_0008	A
en-KP_0009	A
en-KP_0010	A
en-KP_0011	A
en-KP_0012	A
en-KP_0013	A
en-KP_0014	A
en-KP_0015	A
en-KP_0016	A
en-KP_0017	A
en-KP_0018	A
en-KP_0019	A
en-KP_0020	A
en-KP_0021	A
en-KP_0022	A
en-KP_0023	A
en-KP_0024	A
en-KP_0025	A
en-KP_0026	A
en-KP_0027	A
en-KP_0028	A
en-KP_0029	A
en-KP_0030	A
en-KP_0031	A
en-KP_0032	A
en-KP_0033	A
en-KP_0034	A
en-KP_0035	A
en-KP_0036	A
en-KP_0037	A
en-KP_0038	A
en-KP_0039	A
en-KP_0040	A
en-KP_0041	A
en-KP_0042	A
en-KP_0043	A
en-KP_0044	A
en-KP_0045	A
en-KP_0046	A
en-KP_0047	A
en-KP_0048	A
en-KP_0049	A
en-KP_0050	A
en-KP_0051	A
en-KP_0052	A
en-KP_0053	A
en-KP_0054	A
en-KP_0055	A
en-KP_0056	A
en-KP_0057	A
en-KP_0058	A
en-KP_0059	A
en-KP_0060	A
en-KP_0061	A
en-KP_0062	A
en-KP_0063	A
en-KP_0064	A
en-KP_0065	A
en-KP_0066	A
en-KP_0067	A
en-KP_0068	A
en-KP_0069	A
en-KP_0070	A
en-KP_0071	A
en-KP_0072	A
en-KP_0073	A
en-KP_0074	A
en-KP_0075	A
en-KP_0076	A
en-KP_0077	A
en-KP_0078	A
en-KP_0079	A
en-KP_0080	A
en-KP_0081	A
en-KP_0082	A
en-KP_0083	A
en-KP_0084	A
en-ID_0057	A
en-ID_0058	B
en-ID_0059	A
en-ID_0060	A
en-ID_0061	A
en-ID_0062	A
en-ID_0063	A
en-ID_0064	B
en-ID_0065	A
en-ID_0066	A
en-ID_0067	A
en-ID_0068	A
en-ID_0069	A
en-ID_0070	B
en-ID_0071	B
en-ID_0072	B
en-ID_0073	B
en-ID_0074	B
en-ID_0075	A
en-ID_0076	A
en-ID_0077	A
en-ID_0078	A
en-ID_0079	A
en-ID_0080	A
en-ID_0081	A
en-ID_0082	A
en-ID_0083	A
en-ID_0084	A
