item_index,question,country,intent,source,query,results_count,status,titles_found
22,How many provinces does Ecuador have?,EC,others,wikipediaapi,many provinces ecuador Ecuador,0,API_CALL,
22,How many provinces does Ecuador have?,EC,others,wikivoyageapi,many provinces ecuador Ecuador,0,API_CALL,
22,How many provinces does Ecuador have?,EC,others,wikidata,many provinces ecuador Ecuador,0,API_CALL,
22,How many provinces does Ecuador have?,EC,others,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
22,How many provinces does Ecuador have?,EC,others,wikivoyageapi,EC,1,DEDUP_SKIP,
23,What is the highest point in Ecuador and the closest to outer space?,EC,others,wikipediaapi,highest point ecuador and closest Ecuador,0,API_CALL,
23,What is the highest point in Ecuador and the closest to outer space?,EC,others,wikivoyageapi,highest point ecuador and closest Ecuador,0,API_CALL,
23,What is the highest point in Ecuador and the closest to outer space?,EC,others,wikidata,highest point ecuador and closest Ecuador,0,API_CALL,
23,What is the highest point in Ecuador and the closest to outer space?,EC,others,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
23,What is the highest point in Ecuador and the closest to outer space?,EC,others,wikivoyageapi,EC,1,DEDUP_SKIP,
24,What name does Ecuador receive for its geographic and cultural diversity?,EC,arts_literature_music,wikipediaapi,name ecuador receive its geographic Ecuador,0,API_CALL,
24,What name does Ecuador receive for its geographic and cultural diversity?,EC,arts_literature_music,wikivoyageapi,name ecuador receive its geographic Ecuador,0,API_CALL,
24,What name does Ecuador receive for its geographic and cultural diversity?,EC,arts_literature_music,wikidata,name ecuador receive its geographic Ecuador,0,API_CALL,
24,What name does Ecuador receive for its geographic and cultural diversity?,EC,arts_literature_music,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
24,What name does Ecuador receive for its geographic and cultural diversity?,EC,arts_literature_music,wikivoyageapi,EC,1,DEDUP_SKIP,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikipediaapi,ecuador official currency since year Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikivoyageapi,ecuador official currency since year Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikidata,ecuador official currency since year Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikipediaapi,official currency Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikivoyageapi,official currency Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikidata,official currency Ecuador,0,API_CALL,
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
25,What is Ecuador's official currency since the year 2000?,EC,economy_currency_symbols,wikivoyageapi,EC,1,DEDUP_SKIP,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikipediaapi,ecuadorian place famous its biodiversity Ecuador,0,API_CALL,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikivoyageapi,ecuadorian place famous its biodiversity Ecuador,0,API_CALL,
